作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"052214","百万人のそして唯一人の文学","ひゃくまんにんのそしてただひとりのぶんがく","ひやくまんにんのそしてたたひとりのふんかく","","","","","NDC 910","新字旧仮名","なし",2012-01-01,2014-09-16,"https://www.aozora.gr.jp/cards/001542/card52214.html","001542","青野","季吉","あおの","すえきち","あおの","すえきち","Aono","Suekichi","著者","1890-02-24","1961-06-23","なし","現代日本文學大系　54　片上伸　平林初之輔　青野季吉　宮本顯治　藏原惟人集","筑摩書房","1973（昭和48）年1月20日","1987（昭和62）年11月30日初版第12刷発行","　","","","","","","","","","","","","門田裕志","富田倫生","https://www.aozora.gr.jp/cards/001542/files/52214_ruby_46177.zip","2012-01-01","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001542/files/52214_46221.html","2012-01-01","ShiftJIS","JIS X 0208","0"
"047604","夢の如く出現した彼","ゆめのごとくしゅつげんしたかれ","ゆめのことくしゆつけんしたかれ","","","","「月刊探偵」黒白書房、1936（昭和11）年5月号","NDC 910","新字新仮名","なし",2008-12-09,2014-09-21,"https://www.aozora.gr.jp/cards/001314/card47604.html","001314","青柳","喜兵衛","あおやぎ","きへい","あおやき","きへい","Aoyagi","Kihei","著者","1904-01-01","1938-08-28","なし","「探偵」傑作選　幻の探偵雑誌9","光文社文庫、光文社","2002（平成14）年1月20日","2002（平成14）年1月20日初版1刷","2002（平成14）年1月20日初版1刷","","","","","","","","","","","","川山隆","伊藤時也","https://www.aozora.gr.jp/cards/001314/files/47604_ruby_32681.zip","2008-11-11","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001314/files/47604_33427.html","2008-11-11","ShiftJIS","JIS X 0208","0"
"053182","三人の百姓","さんにんのひゃくしょう","さんにんのひやくしよう","","","","「婦人公論」1920（大正9）年6月","NDC K913","新字新仮名","なし",2013-01-01,2016-01-17,"https://www.aozora.gr.jp/cards/001584/card53182.html","001584","秋田","雨雀","あきた","うじゃく","あきた","うしやく","Akita","Ujyaku","著者","1883-01-30","1962-05-12","なし","日本児童文学名作集（下）","岩波文庫、岩波書店","1994（平成6）年3月16日","2001（平成13）年5月7日第12刷","2000（平成12）年2月25日第10刷","太陽と花園","精華書院","1921（大正10）年","","","","","","","","","門田裕志","Juki","https://www.aozora.gr.jp/cards/001584/files/53182_ruby_49658.zip","2016-01-17","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001584/files/53182_49659.html","2016-01-17","ShiftJIS","JIS X 0208","1"
"043837","ある自殺者の手記","あるじさつしゃのしゅき","あるしさつしやのしゆき","","","SUICIDES","","NDC 953","新字新仮名","なし",2006-05-26,2014-09-18,"https://www.aozora.gr.jp/cards/000903/card43837.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　色ざんげ　他十篇","改造文庫、改造社出版","1937（昭和12）年5月20日","1937（昭和12）年5月20日","1937（昭和12）年5月20日","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/43837_ruby_21727.zip","2006-04-30","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/43837_23037.html","2006-04-30","ShiftJIS","JIS X 0208","0"
"047074","親ごころ","おやごころ","おやこころ","","","","","NDC 953","新字新仮名","なし",2010-08-21,2014-09-21,"https://www.aozora.gr.jp/cards/000903/card47074.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　初雪　他九篇","改造文庫、改造社出版","1937（昭和12）年10月15日","1937（昭和12）年10月15日","1937（昭和12）年10月15日","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/47074_ruby_39140.zip","2011-04-03","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000903/files/47074_40109.html","2011-04-03","ShiftJIS","JIS X 0208","1"
"046405","寡婦","かふ","かふ","","","UNE VEUVE","","NDC 953","新字新仮名","なし",2007-07-02,2014-09-21,"https://www.aozora.gr.jp/cards/000903/card46405.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパッサン短篇集　色ざんげ　他十篇","改造文庫、改造社出版","1937（昭和12）年5月20日","1937（昭和12）年5月20日","1937（昭和12）年5月20日","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/46405_ruby_26844.zip","2007-05-06","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/46405_26862.html","2007-05-06","ShiftJIS","JIS X 0208","0"
"043651","狂女","きちがい","きちかい","","","LA FOLLE","","NDC 953","新字新仮名","なし",2005-03-14,2014-09-18,"https://www.aozora.gr.jp/cards/000903/card43651.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　初雪　他九篇","改造文庫、改造社出版","1937（昭和12）年10月15日","1937（昭和12）年10月15日","","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/43651_ruby_17720.zip","2005-02-20","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/43651_17887.html","2005-02-20","ShiftJIS","JIS X 0208","0"
"047076","狂人日記","きょうじんにっき","きようしんにつき","","","","","NDC 953","新字新仮名","なし",2010-08-21,2014-09-21,"https://www.aozora.gr.jp/cards/000903/card47076.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","墓場稼ぎの売笑婦","暁書房","1949（昭和24）年6月1日","1949（昭和24）年6月1日","1949（昭和24）年6月1日","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/47076_ruby_39141.zip","2011-04-03","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000903/files/47076_40110.html","2011-04-03","ShiftJIS","JIS X 0208","1"
"043652","墓","はか","はか","","","LA TOMBE","","NDC 953","新字新仮名","なし",2005-03-14,2014-09-18,"https://www.aozora.gr.jp/cards/000903/card43652.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　初雪　他九篇","改造文庫、改造社出版","1937（昭和12）年10月15日","1937（昭和12）年10月15日","","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/43652_ruby_17721.zip","2005-02-20","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/43652_17886.html","2005-02-20","ShiftJIS","JIS X 0208","0"
"043866","初雪","はつゆき","はつゆき","","","PREMIERE NEIGE","","NDC 953","新字新仮名","なし",2005-07-27,2014-09-18,"https://www.aozora.gr.jp/cards/000903/card43866.html","001162","秋田","滋","あきた","しげる","あきた","しける","Akita","Shigeru","翻訳者","1908-07-05","1943-10-15","なし","モオパツサン短篇集　初雪　他九篇","改造文庫、改造社出版","1937（昭和12）年10月15日","1937（昭和12）年10月15日","","","","","","","","","","","","","京都大学電子テクスト研究会入力班","京都大学電子テクスト研究会校正班","https://www.aozora.gr.jp/cards/000903/files/43866_ruby_18652.zip","2005-06-15","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000903/files/43866_18752.html","2005-06-15","ShiftJIS","JIS X 0208","0"
"048283","南洲手抄言志録","なんしゅうしゅしょうげんしろく","なんしゆうしゆしようけんしろく","02 南洲言志録手抄序","02 なんしゅうげんしろくしゅしょうじょ","","「南洲手抄言志録」1888（明治21）年5月17日","NDC 121","旧字旧仮名","なし",2008-08-12,2014-09-21,"https://www.aozora.gr.jp/cards/001331/card48283.html","001331","秋月","種樹","あきづき","たねたつ","あきつき","たねたつ","Akizuki","Tanetatsu","著者","1833-11-28","1904-10-17","なし","西郷南洲遺訓","岩波文庫、岩波書店","1939（昭和14）年2月2日","1985（昭和60）年2月20日第26刷","1996（平成8）年4月15日第41刷","南洲手抄言志録","博聞社","1888（明治21）年5月17日","","","","","","","","","田中哲郎","川山隆","https://www.aozora.gr.jp/cards/001331/files/48283_txt_32122.zip","2009-09-03","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001331/files/48283_32121.html","2009-09-03","ShiftJIS","JIS X 0208","1"
"048284","南洲手抄言志録","なんしゅうしゅしょうげんしろく","なんしゆうしゆしようけんしろく","03 南洲手抄言志録","03 なんしゅうしゅしょうげんしろく","","「南洲手抄言志録」博文社、1888（明治21）年5月17日","NDC 121","旧字旧仮名","なし",2008-08-12,2014-09-21,"https://www.aozora.gr.jp/cards/001331/card48284.html","001331","秋月","種樹","あきづき","たねたつ","あきつき","たねたつ","Akizuki","Tanetatsu","著者","1833-11-28","1904-10-17","なし","西郷南洲遺訓","岩波文庫、岩波書店","1939（昭和14）年2月2日","1985（昭和60）年2月20日第26刷","1996（平成8）年4月15日第41刷","南洲手抄言志録","博聞社","1888（明治21）年5月17日","","","","","","","","","田中哲郎","川山隆","https://www.aozora.gr.jp/cards/001331/files/48284_ruby_32145.zip","2009-09-03","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001331/files/48284_32146.html","2009-09-03","ShiftJIS","JIS X 0208","1"
"059016","現代作家は古典をどうみるか","げんだいさっかはこてんをどうみるか","けんたいさつかはこてんをとうみるか","アンケート","アンケート","","","NDC 723","新字新仮名","なし",2018-05-24,2018-04-26,"https://www.aozora.gr.jp/cards/001990/card59016.html","001990","芥川","紗織","あくたがわ","さおり","あくたかわ","さおり","Akutagawa","Saori","著者","1924-05-24","1966-01-31","なし","現代人の眼　岡本太郎・滝口修造他","現代社","1956（昭和31）年11月20日","1956（昭和31）年11月20日","1956（昭和31）年11月20日","","","","","","","","","","","","かな　とよみ","たけうち（み）","https://www.aozora.gr.jp/cards/001990/files/59016_txt_64577.zip","2018-04-26","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/001990/files/59016_64629.html","2018-04-26","ShiftJIS","JIS X 0208","0"
"059502","美容院にのぞむこと","びよういんにのぞむこと","ひよういんにのそむこと","","","","","","旧字新仮名","なし",2022-01-31,2021-12-27,"https://www.aozora.gr.jp/cards/001990/card59502.html","001990","芥川","紗織","あくたがわ","さおり","あくたかわ","さおり","Akutagawa","Saori","著者","1924-05-24","1966-01-31","なし","婦人之友　50巻1号","婦人之友社","1956（昭和31）年1月","1956（昭和31）年1月","1956（昭和31）年1月","","","","","","","","","","","","かな　とよみ","The Creative CAT","https://www.aozora.gr.jp/cards/001990/files/59502_ruby_74786.zip","2021-12-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001990/files/59502_74820.html","2021-12-27","ShiftJIS","JIS X 0208","0"
"059722","表紙絵について","ひょうしえについて","ひようしえについて","","","","","NDC 723","新字新仮名","なし",2021-05-24,2021-04-29,"https://www.aozora.gr.jp/cards/001990/card59722.html","001990","芥川","紗織","あくたがわ","さおり","あくたかわ","さおり","Akutagawa","Saori","著者","1924-05-24","1966-01-31","なし","新日本文学　第11巻第11号","新日本文学会","1956（昭和31）年11月1日","1956（昭和31）年11月1日","1956（昭和31）年11月1日","","","","","","","","","","","","かな　とよみ","The Creative CAT","https://www.aozora.gr.jp/cards/001990/files/59722_txt_73178.zip","2021-04-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001990/files/59722_73218.html","2021-04-27","ShiftJIS","JIS X 0208","0"
"059022","民芸品の部屋で","みんげいひんのへやで","みんけいひんのへやて","我々はメキシコ美術をこうみる","われわれはメキシコびじゅつをこうみる","","「美術批評」美術出版社、1955（昭和30）年10月1日","NDC 723","新字新仮名","なし",2018-05-24,2018-04-26,"https://www.aozora.gr.jp/cards/001990/card59022.html","001990","芥川","紗織","あくたがわ","さおり","あくたかわ","さおり","Akutagawa","Saori","著者","1924-05-24","1966-01-31","なし","芥川紗織展","横須賀美術館、一宮市三岸節子記念美術館","2009（平成21）年2月","2009（平成21）年2月","2009（平成21）年2月","","","","","","","","","","","","かな　とよみ","たけうち（み）","https://www.aozora.gr.jp/cards/001990/files/59022_txt_64578.zip","2018-04-26","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/001990/files/59022_64630.html","2018-04-26","ShiftJIS","JIS X 0208","0"
"060159","四人","よにん","よにん","","","","","NDC 913","新字旧仮名","なし",2020-11-08,2020-10-28,"https://www.aozora.gr.jp/cards/002132/card60159.html","002132","芥川","多加志","あくたがわ","たかし","あくたかわ","たかし","Akutagawa","Takashi","著者","1922-11-08","1945-04-13","なし","新潮　第百四巻第七号","新潮社","2007（平成19）年7月1日","2007（平成19）年7月1日","2007（平成19）年7月1日","","","","","","","","","","","","フクポー","The Creative CAT","https://www.aozora.gr.jp/cards/002132/files/60159_ruby_72068.zip","2020-10-28","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/002132/files/60159_72109.html","2020-10-28","ShiftJIS","JIS X 0208","0"
